property_listing_id,property_title,property_property_type,property_project_name,property_bhk,property_bathrooms,property_builtup_area_sqft,property_carpet_area_sqft,property_furnishing,property_possession,property_posted_on,price_price,price_price_per_sqft,price_total_price_text,loc_city_id,loc_locality_id,loc_address,loc_latitude,loc_longitude,images_all,nearby_summary
N88322194,"Flat/Apartment for Sale in Karnavati Enclave, New Maninagar, Janta Nagar, Ahmedabad",Flat/Apartment,Karnavati Enclave,3,2,,1377.0,Furnished,Immediate,Updated 5d ago by owner,5000000,3631,Rs50 Lac,48,15270,"in Karnavati Enclave, New Maninagar, Janta Nagar, Ahmedabad",,,,Chamunda Mata Temple (None) | Saibaba Temple (None) | Temple (None) | Mahadev Temple (None) | Rajni Women's Hospital and Research Centre (None) | Aniket Ent Hospital (None) | Anoop Children Hospital (None) | Dhruv Health Care (None) | Nadkarni's 21St Century Hospitals Pvt Ltd (None) | Babycare Children Hospital and Neonatal Centre (None) | Shivam Eye Hospital (None) | Prabhu Nursing Home Ahmedabad (None) | Ashirwad Surgical Hospital C.T.M (None) | Bhakti Maternity and Sonography Clinic (None) | Shukan Maternity Home (None) | Rukshmani Medical Hospital (None) | Gujarat Hospital Ahmedabad (None) | Shrreeji Surgical Hospital (None) | Kunal Medical Hospital Ahmedabad (None) | Jayshri Medical Hospital (None) | Palak Hospital Ahmedabad (None) | Yogiji Medical Hospital (None) | Hariom Multispeciality Hospital (None) | Shreejee Hospital (None) | Shreedhar Hospital Ahmedabad (None) | Gurunanak Hospital (None) | Shashvat Child Care (None) | Sparsh Multi Speciality Hospital (None) | Rukshmani Government Hospital (None) | Rukshmani Hospital (None) | Rangam Multispeciality Hospital (None) | Vani Hospital & IVF center (None) | Vani IVF Center (None) | Loving Community (None) | Vasavda Community Centre (None) | Maninagar Bus stop (None) | Dena bank (None) | Hdfc bank (None) | Royal Pride (None) | Annapurna (None) | Gayatri (None) | Hotel Purohit Por (None) | VIVEKANAND VIDYALAYA (None) | KAMAL STEEL (None) | Venus Tape (None) | ABD Diamonds Private Limited (None)
K88319798,"Flat/Apartment for Sale in Orchid Green Field, Shela, Ahmedabad",Flat/Apartment,Orchid Green Field,3,3,,1200.0,Furnished,Immediate,Updated 5d ago by owner,8500000,4973,Rs85 Lac,49,27163,"in Orchid Green Field, Shela, Ahmedabad",,,,SoBo Centre (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Atm hdfc bank (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Sahyog General Hospital and Nursing Home (None) | Apollo Pharmacy (None) | Regus Business Centre (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bopal gam (None) | Sterling City (None) | State bank of india (None) | Upper Crest (None) | Purohit Chavana and Sweet Mart (None) | Hocco Eatery (None) | CTP3R-WDFCC Project Office Larsen & Toubro Limited (None)
X85485096,"Independent/Builder Floor for Sale in Janaadhar Sanand, Sanand, Ahmedabad",Independent/Builder Floor,Janaadhar Sanand,1,2,,366.0,Unfurnished,Immediate,Updated 3d ago by owner,2765000,7554,Rs27.65 Lac,49,7657,"in Janaadhar Sanand, Sanand, Ahmedabad",,,,Thaltej Metro Station (None) | Sanand Super Mall (None) | Sanand - Viramgam Highway (None) | Sheth CK High School (None) | Chauhan Hospital (None) | Aagman women’s Hospital (None) | SVP International Airport (None) | Sarkhej Railway Station (None) | Parshwanath Business Park (None) | Adventure Park (None) | Sardar Patel Stadium (Navrangpura) (None)
L76579637,"Independent House/Villa for Sale in Sterling City, Bopal, Ahmedabad",Independent House/Villa,Sterling City,4,5,3354.0,,,Immediate,Updated 1w ago by owner,37500000,"11,180",Rs3.75 Crore,49,1575,"in Sterling City, Bopal, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | Icici ATM (None) | State bank of india sbi ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Adarsh Hospital (None) | Shivam Hospital (None) | Bopal Multispeciality Hospital (None) | Royal Maternity and Nursing Home (None) | Life Care Hospital (None) | Vanza Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Shreeji Children Hospital (None) | Bopal Eye Care Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Krishna Maternity Nursing Home (None) | Jay Prasuti Gruh and Nursing Home (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Sannidhya Hospital (None) | Navkaar Hospital (None) | Apollo Pharmacy (None) | Bopal gam (None) | Sterling City (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | State bank of india (None) | Jalaram Parotha house (None) | Havmor restaurant (None) | McDonald's (None) | Bean Box Cafe (None) | Purohit Chavana and Sweet Mart (None) | Upper Crest (None) | Hocco Eatery (None) | DPS - Delhi Public School (None) | Satva Vikas School (None) | Gora railway station (None)
T88316188,"Independent House/Villa for Sale in Sundar Nagar, 132 Ft Ring Road",Independent House/Villa,,3,2,210.0,170.0,Semifurnished,Immediate,Updated yesterday by owner,35000000,1.67 L,Rs3.5 Crore,49,19543,"in Sundar Nagar, 132 Ft Ring Road",,,,Karnvanath Mahadev Shiv Temple (None) | Usha - Deep Hospital and Nursing Home (None) | Anand Eye Hospital Dr. Rohit Desai (None) | Minal Infertility Clinic and Nursing Home (None) | Rhythm Cardio Pulmonory Care Centre and Medical Hospital (None) | Shail Eye Hospital (None) | Vrundavan Hospital Ahmedabad (None) | Bhadra Clinic Hospital (None) | Aarogyam Speciality Hospital (None) | Shreyas Dental Hospital (None) | Life Care Institute Of Medical Sciences Research Hospital (None) | Shalin Eyecare Hospital Ahmedabad (None) | Pruthvi Medical Nursing Home and Heart Centre (None) | Aash Surgical Hospital (None) | Raj Ent Hospital (None) | Valu Hospital (None) | Killol Children Hospital (None) | Sanjivani Eye Hospital and Phaco Centre Ahmedabad (None) | J.Chirag Surgical Hospital (None) | Dr Pratap Desai Eye Clinic (None) | Jaydeep Hospital Ahmedabad (None) | Deep Urosurgical Hospital (None) | Welcare Women's Hospital (None) | Ankur Superspeciality Hospital (None) | Matruchhaya Children Hospital (None) | Riddhi Maternity Home (None) | Sanghvi Hospital (None) | Mother's Maternity and Nursing Home (None) | Rangshree Clinic (None) | Aarambh Heart and Medical Hospital (None) | Kheteswar Medical Educational and Research Centre Hospital (None) | Navkar Surgical Hospital (None) | Chikhalkar Hospital and Iccu (None) | Adarsh Hospital Ahmedabad (None) | Jaju Plastic Surgery Center (None) | Lady Care Womens Hospital Child Care (None) | 32 PEARLS Multispeciality Dental Clinic (None) | Kumud Heart Hospital and Medical Nursing Home Ahmedabad (None) | Modi Eye Care (None) | Apollo Pharmacy (None) | Canera bank (None) | Central bank of india (None) | State bank of india st. xavier's school road branch (None) | Axis bank memnagar branch (None) | Kalupur commercial co-operative bank (None) | Dinner Bell (None) | The Cafe Baraco (None) | Navrang School (None) | St. Xavier's High School Loyola Hall (None) | GLS Gujarat Law Society University (None)
X88315532,"Flat/Apartment for Sale in Srushti Lavish, Nikol, Ahmedabad",Flat/Apartment,Srushti Lavish,2,2,,1170.0,,Immediate,Updated yesterday by owner,5000000,4273,Rs50 Lac,48,17142,"in Srushti Lavish, Nikol, Ahmedabad",,,,Swastik Hospital Ahmedabad (None) | Kalrav Maternity Hospital and Sonography Centre (None) | Prasad Hospital Ahmedabad (None) | Priyal Hospital (None) | Aagman Maternity and Gynec Hospital (None) | Community Health Centre Singarva (None) | Uma Maternity and Nursing Home (None) | Rugved Multispeciality Hospital (None) | Sardar Hospital (None) | Sanket Children's Speciality Hospital (None) | Cng and petrol pump (None) | Dadu Cafe (None) | Sabri Kathiyavadi (None)
X88315496,"Flat/Apartment for Sale in Rudra Green Apartments, Narol, Ahmedabad",Flat/Apartment,Rudra Green Apartments,2,2,,1224.0,Furnished,Immediate,Updated yesterday by owner,4000000,3267,Rs40 Lac,48,7622,"in Rudra Green Apartments, Narol, Ahmedabad",,,,Kabadi market (None) | JANKI POLY PLAST (None) | Lambha Mandir (None) | Shri Sai Dental Clinic (None) | Diya Clinic (None) | Narol ICU and Multi Speciality Hospital (None) | Janani Women and Children Hospital (None) | Jankalyan Janaseva Hospital (None) | Shree Shakti General Hospital (None) | Mediclaim Hospital (None) | Dr. K.B. Bhagatariya Hospital (None) | Medicure Hospital (None) | Dhanwantari Clinic (None) | Ratan Hospital (None) | Indira Women's Care and Multi Speciality Hospital (None) | Khana Clinic (None) | Dr. Binitha Desai (None) | Chirag Clinic (None) | Maryam Hospital (None) | Unique Speciality Clinic (None) | Shraddha Hospital (None) | Chiranjeevi Hospital (None) | Matrupooja Eye Hospital (None) | Prerana Gynec and Maternity Hospital (None) | New Shraddha Hospital (None) | Dr. Jayshree Vadher (None) | Doctor Bhatt's Hospital (None) | Dirgayu Orthopedic Hospital (None) | Anand Children Hospital (None) | Shraddha Children Hospital (None) | Noble Clinic (None) | Shakur Children Hospital (None) | Aman Multi Speciality Hospital (None) | Parth Eye Hospital (None) | Chhaya Maternity Nursing Home (None) | Seva Clinic (None) | Shraddha Orthopaedic Hospital (None) | Dr Nayan V Shah Surgical Hospital (None) | Dr. Bakulesh Madhu (None) | Ashirvad Hospital (None) | Geeta Maternity and Polyclinic Nursing Home (None) | Harshil Medical Nursing Home (None) | Epic Clinic (None) | Roshan General Hospital (None) | Swapn Healthcare Hospital Pvt. Ltd (None) | Vraj Hospital and Heart Care Center (None)
D88315446,"Flat/Apartment for Sale in Nilkanth Shyam Vihar, Nikol, Ahmedabad",Flat/Apartment,Nilkanth Shyam Vihar,2,2,120.77,750.0,Semifurnished,Immediate,Updated 4d ago by owner,8500000,"11,333",Rs85 Lac,48,17142,"in Nilkanth Shyam Vihar, Nikol, Ahmedabad",,,,Prasad Hospital Ahmedabad (None) | Priyal Hospital (None) | Uma Maternity and Nursing Home (None) | Rugved Multispeciality Hospital (None) | Aagman Maternity and Gynec Hospital (None) | Kalrav Maternity Hospital and Sonography Centre (None) | Setu Surgical Hospital Ahmedabad (None) | Parth Maternity and Medical Nursing Home (None) | Navjivan Maternity and Orthopaedic Hospital Ahmedabad (None) | Navjivan Orthopaedic and Maternity Hospital (None) | Rudraksh Hospital (None) | Rukshmani Surgical Hospital (None) | Prathna Surgical And Medical Hospital (None) | Soni Nursing Home Ahmedabad (None) | Trupti Hospital Saijpur (None) | Saraswati Eye Hospital Ahmedabad (None) | Gitanjali Children Hospital (None) | Smt Shobhadevi Ent Hospital (None) | Akshar Eye Hospital (None) | Mahadev Eye Care (None) | Dr. Suresh Balani (None) | Shivam Surgical Hospital (None) | Poojan Maternity and Infertility Clinic (None) | Vikas Medical and Heart Hospital (None) | Chirayu Surgical Hospital (None) | Karnavati Super Speciality Hospital (None) | Aadya Eye and Ent Hospital (None) | Siddhi Hospital Ahmedabad (None) | Anand Hospital and Multispeciality (None) | Swastik Hospital Ahmedabad (None) | Suvan Eye Care (None) | Parvati Jadav Hospital (None) | Sardar Hospital (None) | Sanket Children's Speciality Hospital (None) | Hari Krishna Uro Surgical Hospital (None) | Ano Care Hospital (None) | Shivam Heart and Medical Hospital (None) | shilpa medical store (None) | Naroda Gam (None) | CNG (None) | State bank of india (None) | Sabri Kathiyavadi (None) | Dadu Cafe (None) | TGB (None) | Dominos (None) | Spoons n straws (None) | Hotel Emerland (None) | Sardargram railway station (None) | Sahijpur railway station (None) | Patel.k.k.muni library (None)
G88315350,"Flat/Apartment for Sale in NB Pearl Heights, Ghatlodia, Ahmedabad",Flat/Apartment,NB Pearl Heights,1,2,,765.0,Semifurnished,Immediate,Updated 5d ago by owner,3999999,3968,Rs40 Lac,49,2773,"in NB Pearl Heights, Ghatlodia, Ahmedabad",,,,Suntrek Complex (None) | Solodeal (None) | Khodiyar Provision Store (None) | V2Infotech (None) | Kalasagar Shopping Hub (None) | Icici Bank (None) | Axis Bank (None) | Ami Medicines (None) | Apollo Pharmacy (None) | Silver Of Klab (None) | Auda (None) | Ahmedabad Central (None)
C70633506,"Flat/Apartment for Sale in Himalaya Greens, Naroda, Ahmedabad",Flat/Apartment,Himalaya Greens,2,2,,,Furnished,Immediate,Updated 1w ago by owner,5200000,4097,Rs52 Lac,48,7620,"in Himalaya Greens, Naroda, Ahmedabad",,,,Sant nirankari Ashram (None) | Sai baba (None) | Uma Maternity and Nursing Home (None) | Priyal Hospital (None) | Soni Nursing Home Ahmedabad (None) | Gitanjali Children Hospital (None) | Shivam Surgical Hospital (None) | Poojan Maternity and Infertility Clinic (None) | Parvati Jadav Hospital (None) | Vikas Medical and Heart Hospital (None) | Prasad Hospital Ahmedabad (None) | Rudraksh Hospital (None) | Siddhi Hospital Ahmedabad (None) | Smt Shobhadevi Ent Hospital (None) | Akshar Eye Hospital (None) | Mahadev Eye Care (None) | Dr. Suresh Balani (None) | Trupti Hospital Saijpur (None) | Saraswati Eye Hospital Ahmedabad (None) | Chirayu Surgical Hospital (None) | Rugved Multispeciality Hospital (None) | Naroda Gam (None) | Petrol pump Nava Naroda (None) | CNG gas station (None) | CNG (None) | Sabri Kathiyavadi (None) | Kabir Restaurant (None) | Hotel Emerland (None) | Dadu Cafe (None) | Naroda railway station (None) | Sardargram railway station (None) | Patel.k.k.muni library (None)
V88314948,"Flat/Apartment for Sale in Mitsumi Asthmangal Orchid, Nikol, Ahmedabad",Flat/Apartment,Mitsumi Asthmangal Orchid,2,2,,,,Immediate,Updated 3d ago by owner,4881000,3904,Rs48.81 Lac,48,17142,"in Mitsumi Asthmangal Orchid, Nikol, Ahmedabad",,,,Prasad Hospital Ahmedabad (None) | Priyal Hospital (None) | Kalrav Maternity Hospital and Sonography Centre (None) | Uma Maternity and Nursing Home (None) | Aagman Maternity and Gynec Hospital (None) | Rugved Multispeciality Hospital (None) | Swastik Hospital Ahmedabad (None) | Setu Surgical Hospital Ahmedabad (None) | Parth Maternity and Medical Nursing Home (None) | Navjivan Maternity and Orthopaedic Hospital Ahmedabad (None) | Navjivan Orthopaedic and Maternity Hospital (None) | Soni Nursing Home Ahmedabad (None) | Rukshmani Surgical Hospital (None) | Rudraksh Hospital (None) | Prathna Surgical And Medical Hospital (None) | Gitanjali Children Hospital (None) | Anand Hospital and Multispeciality (None) | Sardar Hospital (None) | Shivam Surgical Hospital (None) | Trupti Hospital Saijpur (None) | Poojan Maternity and Infertility Clinic (None) | Saraswati Eye Hospital Ahmedabad (None) | Vikas Medical and Heart Hospital (None) | Sanket Children's Speciality Hospital (None) | Hari Krishna Uro Surgical Hospital (None) | Smt Shobhadevi Ent Hospital (None) | Akshar Eye Hospital (None) | Ano Care Hospital (None) | Mahadev Eye Care (None) | Dr. Suresh Balani (None) | Karnavati Super Speciality Hospital (None) | Chirayu Surgical Hospital (None) | Aadya Eye and Ent Hospital (None) | Siddhi Hospital Ahmedabad (None) | Suvan Eye Care (None) | Parvati Jadav Hospital (None) | Aarna Medical Hospital (None) | shilpa medical store (None) | Naroda Gam (None) | CNG (None) | Cng and petrol pump (None) | State bank of india (None) | Dadu Cafe (None) | Sabri Kathiyavadi (None) | TGB (None) | Dominos (None) | Spoons n straws (None) | Hotel Emerland (None) | Patel.k.k.muni library (None)
D88313048,"Independent House/Villa for Sale in Siddhi Bungalows, Kasindra, Ahmedabad",Independent House/Villa,Siddhi Bungalows,3,3,110.59,110.59,Semifurnished,Immediate,Updated 4d ago by owner,9000000,"81,381",Rs90 Lac,47,32947,"in Siddhi Bungalows, Kasindra, Ahmedabad",,,,
C88312288,"Residential Land/Plot for Sale in Gayatri Nagar, Chandlodiya",Residential Land/Plot,,0,0,2.0,,,Immediate,Updated 3hrs ago by owner,7800000,39 L,Rs78 Lac,1008530,46438,"in Gayatri Nagar, Chandlodiya",,,,CHANDLODIA MARKET (None) | Chandlodiya Temple (None) | Achleshwar Mahadev (None) | Khodiyar Temple (None) | Gopnath Mahadev Mandir (None) | State bank of india ATM (None) | Icici ATM (None) | Axis ATM (None) | Idbi ATM (None) | Bank of india ATM (None) | S G Hospital Chandlodiya (None) | Samata Hospital Pvt.Ltd (None) | Satyam Hospital (None) | Pearl Dental Care (None) | Hridaan Hospital & Pharmacy (None) | BalMukund Hospital (None) | Aalisha Clinic (None) | Navkar Dental Clinic (None) | Shri Yogeshwar General Hospital (None) | Poojan Children Hospital And Neonatal Care Centre (None) | Jay Umiya Hospital (None) | Vardan Eye Hospital Ahmedabad (None) | Siddhi Heart and Medical Hospital (None) | Amijeet Maternity Hospital (None) | Shri Rang Hospitaland Research Centre (None) | Jainee Surgical Hospital (None) | Trisha Trauma Centre and Icu (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Vinayak Children Hospital-Ahmedabad (None) | Aastha Eye Care Centre (None) | Aneri Children Hospital (None) | J J Hospital Ahmedabad (None) | Chokshi Maternity Nursing Home and Sonography Clinic (None) | Vraj Dental Clinic (None) | Maruti Orthopedic Hospital Nava Vadaj (None) | Manshi Multispeciality Hospital (None) | Kesharbhavani Medical Store (None) | West Cost pharma (None) | Akhbarnagar petrol pump (None) | Food Temple (None) | Gyanda Girls High School (None) | St. Xavier's College (None) | M B Patel Gyanjyot High School (None) | Nalanda School (None) | Nutan Vidya Vihar (None) | RC TECHNICAL INSTITUTE (None) | Lalbhai Dalpatbhai College of Engineering (None) | Chandlodiya railway station (None) | CoRo Technologies (None) | Vinu Makad Gym & Swimming Pool AUDA (None)
B88311876,"Flat/Apartment for Sale in Vachanamrut Residency, Nava Naroda, Ahmedabad",Flat/Apartment,Vachanamrut Residency,2,2,,139.0,Furnished,Immediate,Updated yesterday by owner,5500000,"39,568",Rs55 Lac,48,16918,"in Vachanamrut Residency, Nava Naroda, Ahmedabad",,,,Sai baba (None) | Sant nirankari Ashram (None) | Uma Maternity and Nursing Home (None) | Soni Nursing Home Ahmedabad (None) | Gitanjali Children Hospital (None) | Priyal Hospital (None) | Parvati Jadav Hospital (None) | Shivam Surgical Hospital (None) | Poojan Maternity and Infertility Clinic (None) | Vikas Medical and Heart Hospital (None) | Prasad Hospital Ahmedabad (None) | Siddhi Hospital Ahmedabad (None) | Rudraksh Hospital (None) | Smt Shobhadevi Ent Hospital (None) | Akshar Eye Hospital (None) | Mahadev Eye Care (None) | Dr. Suresh Balani (None) | Trupti Hospital Saijpur (None) | Saraswati Eye Hospital Ahmedabad (None) | Naroda Gam (None) | Petrol pump Nava Naroda (None) | CNG gas station (None) | Kabir Restaurant (None) | Sabri Kathiyavadi (None) | Hotel Emerland (None) | Dadu Cafe (None) | Naroda railway station (None) | Sardargram railway station (None) | Patel.k.k.muni library (None)
O88311776,"Flat/Apartment for Sale in Dhanvihar Residency, Chandkheda, Ahmedabad",Flat/Apartment,Dhanvihar Residency,2,2,,,Furnished,Immediate,Updated 6d ago by owner,5200000,4248,Rs52 Lac,1008530,6046,"in Dhanvihar Residency, Chandkheda, Ahmedabad",,,,4D Square mall (None) | Guru Mandir (None) | Sant Asharamji Ashram (None) | Shree Sai Children Hospital (None) | Satyam Children Hospital (None) | Chandkheda Orthopedic & Surgical Hospital (None) | Rhythm Heart and Medical Hospital (None) | Shivam Surgical and Dental Hospital (None) | Sentara Multispeciality Hospital (None) | Navodaya Hospital for Neonates and Children (None) | Shreyas Orthopedic Hospital Ahmedabad (None) | Amrut Arogyadham Medical Hospital (None) | Navjivan Hospital (None) | Netra Jyoti Eye and Ent Hospital (None) | Ansh Multispeciality Hospital (None) | Shilp E.N.T Clinic and Hospital (None) | Vijaya Maternity and Surgical Nursing Home (None) | Satyamev Hospital (None) | Pushp Hospital and Maternity Home (None) | Sudarshan Multispeciality Hospital (None) | Devarshi Super Speciality Hospital (None) | Utkarsh Hospital Ahmedabad (None) | Pushpa Children Hospital and Neonatal Care (None) | Param Multispeciality Hospital (None) | J K Dental Hospital (None) | Dr Yashvant Chhatbar (None) | Om Pediatric and Neonatal Criticare Hospital (None) | Sanskar Heart Care And Medical Hospital (None) | Lotus Multispeciality Hospital (None) | Mahavir Clinic and Nursing Home (None) | Kalyani Nursing Home and Sonography Clinic (None) | Sevak Maternity & Surgical Hospital (None) | Pushpam Hospital Ahmedabad (None) | Parimal Hospital (None) | Health Center (None) | Indus Hospital (None) | Rajdip Children Hospital (None) | Aryan's (None) | Vallabhpark (None) | D-cabin (None) | AFC Garden Restaurant (None) | Gujarat Technological University (None) | Kali road railway station (None) | Sabarmati 'd' cabin railway station (None) | Chandkheda road railway station (None) | Dream Scriptor (None) | Gyan bhandar library (None)
