project_id,project_name,project_type,launch_status,city,locality,state,latitude,longitude,address,postal_code,price_min,price_max,price_label,site_plan_url,has_rera_disclaimer,available_bhk_types,highlights,government_charges,bhk,property_type,area_sqft,area_type,price,price_authentic,possession,possession_raw,floorplan_2d_url,floorplan_3d_url,sellers
429129,MBA Om Elegance,Residential,NEW LAUNCH,Ahmedabad North,Zundal,Gujarat,23.138075,72.579853,"Zundal, Ahmedabad North",382421,8500000,8500000,85 L,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=58982,True,3,"Seating Balcony in all 3 Bedrooms, first time in Zundal | Solar PV Installations on terrace for sustainable energy | Spacious 106 residential units ensuring exclusivity and low density | Fully developed terrace with huge amenities & heat reflection tiles","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",3,Apartment,865.53,Carpet Area,8500000,True,Dec ‘28 possession,12-2028,https://imagecdn.99acres.com/projects/example/hlbqobx_1738309053_565737093.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=58982&bno=101&blockId=123190&fno=F1_101&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,MR VINOD (Dealer) | Vijay Desai (Dealer) | Kintu Shah (Dealer)
429129,MBA Om Elegance,Residential,NEW LAUNCH,Ahmedabad North,Zundal,Gujarat,23.138075,72.579853,"Zundal, Ahmedabad North",382421,8500000,8500000,85 L,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=58982,True,3,"Seating Balcony in all 3 Bedrooms, first time in Zundal | Solar PV Installations on terrace for sustainable energy | Spacious 106 residential units ensuring exclusivity and low density | Fully developed terrace with huge amenities & heat reflection tiles","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",3,Apartment,870.48,Carpet Area,0,False,Dec ‘28 possession,12-2028,https://imagecdn.99acres.com/projects/example/tqdlsyo_1738309163_565738017.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=58982&bno=102&blockId=123190&fno=F1_102&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,
404274,HR Eliseo,Residential,NEW LAUNCH,Ahmedabad West,Shela,Gujarat,23.005887,72.451612,"Shela, Ahmedabad West",382465,14124986,26058194,1.41 - 2.61 Cr,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=52239,True,4,Well-designed units with ample space and lighting | Prime location on a 2-road corner for accessibility and visibility | Each tower has 3 lifts for smooth vertical movement | 11.11% price appreciation in the last 1 year,"Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",4,Apartment,1409.96,Carpet Area,14124986,True,Oct ‘26 possession,10-2026,https://newprojects.99acres.com/projects/hr_spacecon_llp/hr_eliseo/maps/c9kj3hf1.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=52239&bno=101&blockId=108506&fno=F1_101&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,Proptiger Marketing Services Pvt Ltd (Dealer) | Daksh Realtors (Dealer)
404274,HR Eliseo,Residential,NEW LAUNCH,Ahmedabad West,Shela,Gujarat,23.005887,72.451612,"Shela, Ahmedabad West",382465,14124986,26058194,1.41 - 2.61 Cr,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=52239,True,4,Well-designed units with ample space and lighting | Prime location on a 2-road corner for accessibility and visibility | Each tower has 3 lifts for smooth vertical movement | 11.11% price appreciation in the last 1 year,"Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",4,Apartment,2740.17,Carpet Area,26058194,True,Oct ‘26 possession,10-2026,https://imagecdn.99acres.com/projects/example/fbgqwzq_1752730781_620047009.jpg,,Proptiger Marketing Services Pvt Ltd (Dealer) | Daksh Realtors (Dealer)
399881,D R Praharsh Bluebell,Residential,NEW LAUNCH,Ahmedabad West,South Bopal,Gujarat,23.01176332590665,72.46639095826298,"South Bopal, Ahmedabad West",380058,8803544,8821248,88.04 - 88.21 L,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=52432,True,3,"22-story building, tallest in the area on VIP Road | 5000 sq. ft. green open space on the ground floor | 150 ft. wide VIP main road & a 40 ft. wide road corner | Deck area and lush greenery on the first floor.","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",3,Apartment,856.38,Carpet Area,8803544,True,Dec ‘26 possession,12-2026,https://newprojects.99acres.com/projects/d_r_infrastructure/d_r_praharsh_bluebell/maps/jyje8854.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=52432&bno=101&blockId=109958&fno=F1_101&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,Rajvi Realty (RERA REGISTERED Dealer)
399881,D R Praharsh Bluebell,Residential,NEW LAUNCH,Ahmedabad West,South Bopal,Gujarat,23.01176332590665,72.46639095826298,"South Bopal, Ahmedabad West",380058,8803544,8821248,88.04 - 88.21 L,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=52432,True,3,"22-story building, tallest in the area on VIP Road | 5000 sq. ft. green open space on the ground floor | 150 ft. wide VIP main road & a 40 ft. wide road corner | Deck area and lush greenery on the first floor.","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",3,Apartment,857.99,Carpet Area,8820142,True,Dec ‘26 possession,12-2026,https://newprojects.99acres.com/projects/d_r_infrastructure/d_r_praharsh_bluebell/maps/ia70ecjs.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=52432&bno=103&blockId=108754&fno=F1_103&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,Rajvi Realty (RERA REGISTERED Dealer)
399881,D R Praharsh Bluebell,Residential,NEW LAUNCH,Ahmedabad West,South Bopal,Gujarat,23.01176332590665,72.46639095826298,"South Bopal, Ahmedabad West",380058,8803544,8821248,88.04 - 88.21 L,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=52432,True,3,"22-story building, tallest in the area on VIP Road | 5000 sq. ft. green open space on the ground floor | 150 ft. wide VIP main road & a 40 ft. wide road corner | Deck area and lush greenery on the first floor.","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",3,Apartment,858.1,Carpet Area,8821248,True,Dec ‘26 possession,12-2026,https://newprojects.99acres.com/projects/d_r_infrastructure/d_r_praharsh_bluebell/maps/bt6cn7jj.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=52432&bno=103&blockId=108754&fno=F1_103&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,Rajvi Realty (RERA REGISTERED Dealer)
428567,Polaris Callisto,Residential,NEW LAUNCH,Ahmedabad North,Motera,Gujarat,23.104529,72.611897,"Polaris Callisto, Koteshwar Bhat Rd, opposite Polaris Celestia, Koteshwar, Ahmedabad, Gujarat 380005",0,19995000,21027000,2 - 2.1 Cr,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=58722,True,4,"Two-level basement parking with wide driveways for hassle-free access | Serene greenery with a common plot and beautifully landscaped surroundings | Modern lifestyle with fitness center, yoga space & jogging track | Family-friendly with clubhouse, kids' play area & guest rooms","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",4,Apartment,1938.04,Carpet Area,19995000,True,Dec ‘27 possession,12-2027,https://imagecdn.99acres.com/projects/example/o7ts6dz_1735365195_544268633.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=58722&bno=101&blockId=123632&fno=F1_101&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,POLARIS GROUP (Builder)
428567,Polaris Callisto,Residential,NEW LAUNCH,Ahmedabad North,Motera,Gujarat,23.104529,72.611897,"Polaris Callisto, Koteshwar Bhat Rd, opposite Polaris Celestia, Koteshwar, Ahmedabad, Gujarat 380005",0,19995000,21027000,2 - 2.1 Cr,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=58722,True,4,"Two-level basement parking with wide driveways for hassle-free access | Serene greenery with a common plot and beautifully landscaped surroundings | Modern lifestyle with fitness center, yoga space & jogging track | Family-friendly with clubhouse, kids' play area & guest rooms","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",4,Apartment,2009.73,Carpet Area,21027000,True,Dec ‘27 possession,12-2027,https://imagecdn.99acres.com/projects/example/cbkruea_1735365230_544268863.jpg,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=58722&bno=102&blockId=123632&fno=F1_102&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,POLARIS GROUP (Builder)
392363,Imperia Vista,Residential,NEW LAUNCH,Ahmedabad North,Zundal,Gujarat,23.136823430563,72.578377881326,"Imperia Vista,near Aditya Greens, Gandhinagar,Gandhinagar",382421,4892400,7487804,48.92 - 74.88 L,https://www.99acres.com/exidmicrosite/siteplan_g2c.php?live=2&g2c=1&xid_request=1&code=49037,True,"2,3","Double basement provides ample space for car parking  | Located on the main road for easy access to major destinations. | Equipped with paved roads, 3-phase electricity, and water pipelines | Offers 24/7 security, CCTV surveillance, and a compound wall","Stamp Duty: 5.9 % for Male, 4.9 % for Female, 5.9 % for Joint (Male and Female), 4.9 % For Joint (Female and Female) | Registration Charges: Male Ownership: 1%, Female Ownership: No registration charges,  Joint (Male + Female) Ownership: 1 % ",2,Apartment,1359.0,Super Built-up Area,4892400,True,Dec ‘24 possession,12-2024,https://newprojects.99acres.com/projects/smarak_realty/smarak_imperia_vista/maps/70pdyqbx.png,https://www.99acres.com/exidmicrosite/property_2d3d_xid.php?projectCode=49037&bno=101&blockId=100976&fno=F1_101&measurement=1&jquery=1&compare=1&g2c=1&hide_button=1&switch_HD=1&platform=DESKTOP,Mitesh Bagrecha (Dealer) | RAKESH PRAJAPATI (RERA REGISTERED Dealer) | CITY SPACE REALTY (Dealer)
